mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__C,param_clf__class_weight,param_clf__l1_ratio,param_clf__max_depth,param_clf__splitter,param_clf__n_neighbors,param_clf__weights,param_clf__max_features,param_clf__n_estimators,param_clf__learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
1.0947346687316895,0.03093151723533355,0.32116074562072755,0.010803072971575546,"LogisticRegression(max_iter=1000, solver='saga')",0.01,,0.0,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 0}",0.6593379598354112,0.6629613707547749,0.6667485566883675,0.6814887605945216,0.6636162633583098,0.666830582246277,0.007698194005770691,25,0.16447723591866115,0.16633339392837665,0.17113176599234553,0.17131707317073172,0.1669093556607208,0.16803376493416716,0.0027269829461310673,18,0.5027502750275028,0.50357732526142,0.5167859108420473,0.48321408915795266,0.5046780407264722,0.5022011282030789,0.010784749533983675,43,0.247864406779661,0.250068324678874,0.2571193866374589,0.2529530394698934,0.2508548762139242,0.2517720067559623,0.0031305689097712265,19,0.6348880895694131,0.6331228460396119,0.6412592900214036,0.6310911978717726,0.6365099101488212,0.6353742667302045,0.0034517568661762955,19
1.1609689712524414,0.09758536337681276,0.31943984031677247,0.015805702917230057,"LogisticRegression(max_iter=1000, solver='saga')",0.01,,0.5,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 0.5}",0.6639439906651109,0.6575569612479273,0.6625107480653483,0.6806903328829382,0.6547721410146173,0.6638948347751883,0.009026616767161634,28,0.16636230825420015,0.16419510452027872,0.1694823867721064,0.17101167315175098,0.162885501595179,0.16678739485870306,0.003073530457645591,26,0.5011001100110011,0.5057787561915245,0.5189873417721519,0.4837644468904788,0.5057787561915245,0.5030818822113361,0.011354476040754199,42,0.24979435152179874,0.2479093606690046,0.2555209321230186,0.2526951272100043,0.24641372838182063,0.25046669998112936,0.003284197498671586,30,0.6371254806088974,0.6334931181695587,0.6395536756686524,0.631140374323158,0.6343924881971761,0.6351410273934885,0.0029220082167005614,21
1.0537933826446533,0.029943146173440252,0.32370781898498535,0.01955128827447558,"LogisticRegression(max_iter=1000, solver='saga')",0.01,,1.0,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.01, 'clf__class_weight': None, 'clf__l1_ratio': 1}",0.6658478167413867,0.6802800466744457,0.6743029111902714,0.6887974450313229,0.666502886623265,0.6751462212521384,0.008655527782276455,9,0.1675536795742338,0.17013821296476542,0.1721218961625282,0.17290660225442833,0.16577243293246993,0.16969856477768513,0.0026971234225876524,7,0.5022002200220022,0.4810126582278481,0.50357732526142,0.472757292239956,0.49312052834342324,0.4905336048189298,0.011996553167435926,60,0.2512728773909454,0.25136612021857924,0.2565540445815225,0.25320560058953573,0.2481307117142066,0.2521058708989579,0.002758211532867736,18,0.6372769406218188,0.633156534811363,0.6407261488028054,0.6329211135527066,0.6342356181708224,0.6356632711919034,0.002969107868715723,18
1.144016933441162,0.03647723779457477,0.3268303871154785,0.00803762828058407,"LogisticRegression(max_iter=1000, solver='saga')",0.01,balanced,0.0,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0}",0.6689799177055825,0.6568814100595713,0.6596855423166688,0.6819801007247267,0.6643532735536175,0.6663760488720334,0.008823482660028864,26,0.16765909936732415,0.16218637992831542,0.16809269162210339,0.16847504438745314,0.1669101533966399,0.1666646737403672,0.002298735957287938,31,0.4955995599559956,0.4980737479361585,0.5189873417721519,0.47000550357732523,0.5030269675288938,0.4971386241541049,0.015820799326078976,45,0.2505561735261402,0.24469379478166825,0.2539383331089269,0.24803950043566658,0.2506513094748389,0.24957582226544814,0.0030771330588201325,36,0.6359313117623551,0.6308983218464324,0.6390881068892499,0.6301787036098179,0.6369490168609596,0.6346090921937629,0.003483769345220496,25
1.0827691555023193,0.04116854408499789,0.3211524963378906,0.007102760934331886,"LogisticRegression(max_iter=1000, solver='saga')",0.01,balanced,0.5,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0.5}",0.661118958422895,0.6707609162930663,0.6633091757769316,0.6867092494779511,0.6648446136838226,0.6693485827309333,0.009250668362627276,19,0.16558206796818511,0.16716754320060107,0.16808549175873935,0.17238627294493217,0.16715435259692757,0.16807514569387705,0.002300998217095357,17,0.5038503850385039,0.4898183819482664,0.5107319757842598,0.4755090809025867,0.5030269675288938,0.49658735824050204,0.012525199775602276,47,0.2492517006802721,0.24926480885030108,0.252929953665849,0.2530385122272661,0.25092656142759096,0.25108230737025583,0.0016684851092123782,27,0.6355787860154838,0.6335693982230437,0.6397662663240612,0.6327468557984743,0.6341361238417138,0.6351594860405554,0.002481720016113575,20
1.1286167621612548,0.07910279860093412,0.3489030361175537,0.013445498791343144,"LogisticRegression(max_iter=1000, solver='saga')",0.01,balanced,1.0,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.01, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 1}",0.6697782963827305,0.6664619541853467,0.6679154894976047,0.68038324530156,0.6717847930229701,0.6712647556780423,0.004897169370495593,15,0.16954503249767874,0.16697382970880945,0.1694290976058932,0.1689149560117302,0.1685773350873896,0.16868805018230024,0.00092583647500956,12,0.5022002200220022,0.49862410566868465,0.5063291139240507,0.4755090809025867,0.4936708860759494,0.4952666813186547,0.010720382540036247,50,0.25350548382618354,0.25017258042247686,0.25389816475783084,0.24927870744373917,0.2513309050154105,0.2516371682931282,0.0018112901671842585,20,0.6382098285874216,0.6329666145983968,0.6403848623278134,0.6313984127705823,0.635431433473583,0.6356782303515593,0.0032952080785873623,17
1.1997244834899903,0.06881517532145145,0.34228219985961916,0.01716187939385338,"LogisticRegression(max_iter=1000, solver='saga')",0.1,,0.0,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.1, 'clf__class_weight': None, 'clf__l1_ratio': 0}",0.6641896456426948,0.6605662347233311,0.6752241739344061,0.6742414936739958,0.6651517012652008,0.6678746498479258,0.005813068745739361,22,0.16365646885366752,0.16248180494905387,0.171990171990172,0.16897664704765522,0.16657494037791232,0.1667360066436922,0.0034708630139735188,29,0.4884488448844885,0.4914694551458448,0.5008255365987893,0.4898183819482664,0.49972482113373695,0.4940574079422252,0.005177836583390517,52,0.24516841524019878,0.2442226172569397,0.25604952166572875,0.251270468661773,0.24986241056686848,0.24931468667830176,0.004303575833263478,38,0.6337436024971318,0.6320286742998461,0.6398116189972152,0.6307497972541468,0.6346311984919475,0.6341929783080575,0.003114572405735378,34
1.7159706592559814,0.26401660716094594,0.33750300407409667,0.005726819084842002,"LogisticRegression(max_iter=1000, solver='saga')",0.1,,0.5,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.1, 'clf__class_weight': None, 'clf__l1_ratio': 0.5}",0.6733402935576982,0.6781919793649819,0.6801989927527331,0.683638373664169,0.6704950251811816,0.6771729329041529,0.004717647592483078,5,0.16726858011784831,0.1674761997279969,0.17416378316032297,0.1714623571147024,0.16803892215568864,0.16968196845531183,0.0027072460884467625,8,0.48404840484048406,0.4744083654375344,0.49862410566868465,0.47881122729774356,0.4942212438084755,0.4860226694105845,0.009130251832701348,62,0.24862268682017233,0.24755887421022402,0.2581564325402479,0.2525032651284284,0.2508029604803798,0.2515288438358905,0.00373115914868307,22,0.6346332351866365,0.6335839504028233,0.6401946055810801,0.6307867794674904,0.6332609542210041,0.6344919049718069,0.0031179590992059312,28
1.3826021194458007,0.12716314412606697,0.3424376010894775,0.015307053043679976,"LogisticRegression(max_iter=1000, solver='saga')",0.1,,1.0,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.1, 'clf__class_weight': None, 'clf__l1_ratio': 1}",0.6609347171897071,0.6730946385801142,0.6718462105392458,0.679707652622528,0.6638619334234124,0.6698890304710015,0.006738211087281416,18,0.1642792384406165,0.16887041934265207,0.17181682799702158,0.16945525291828795,0.16715222141296432,0.16831479202230848,0.0025104139847831066,15,0.49834983498349833,0.49201981287837093,0.5079801871216291,0.47936158503026965,0.5052283984589984,0.49658796369455327,0.01024851386040462,46,0.24710214100640937,0.25144142877232456,0.25678119349005424,0.25039528532413396,0.2511971541934601,0.25138344055727646,0.0031138329619548035,24,0.6342007774921978,0.6327976761557531,0.6393521568487198,0.6308664129783218,0.6353227887099998,0.6345079624369985,0.0028429029377677398,27
1.2062703609466552,0.08772148297535619,0.3333454132080078,0.014880079135698401,"LogisticRegression(max_iter=1000, solver='saga')",0.1,balanced,0.0,,,,,,,,"{'clf': LogisticRegression(max_iter=1000, solver='saga'), 'clf__C': 0.1, 'clf__class_weight': 'balanced', 'clf__l1_ratio': 0}",0.6601363385125592,0.6786832893201499,0.6607296400933547,0.682102935757278,0.6587642795725341,0.6680832966511752,0.010129013900543132,21,0.16328379847770932,0.1687681862269641,0.16753363228699553,0.16880299743640306,0.16478393401470323,0.16663450968855506,0.002223296294841957,33,0.4955995599559956,0.47881122729774356,0.5140341221794166,0.47110621904237754,0.5057787561915245,0.4930659769334116,0.016081826813293336,55,0.24563794983642312,0.2495697074010327,0.2527056277056277,0.24854819976771197,0.2485799296727076,0.24900828287670063,0.0022689144548637945,40,0.6326383588929234,0.6317499572565386,0.639189503595588,0.6300904713539086,0.6313147842675686,0.6329966150733055,0.0032033918782822103,41
